广东电信-组播1,#genre#
杭州影视,http://183.158.68.7:4022/udp/233.50.201.176:5140
杭州青少,http://183.158.68.7:4022/udp/233.50.201.177:5140
杭州导视,http://183.158.68.7:4022/udp/233.50.201.182:5140
宁波新闻综合,http://183.158.68.7:4022/udp/233.50.201.168:5140
宁波生活频道,http://183.158.68.7:4022/udp/233.50.201.178:5140
宁波文体频道,http://183.158.68.7:4022/udp/233.50.201.179:5140
宁波影视频道,http://183.158.68.7:4022/udp/233.50.201.180:5140
温州新闻综合,http://183.158.68.7:4022/udp/233.50.201.87:5140
绍兴新闻综合,http://183.158.68.7:4022/udp/233.50.201.156:5140
衢州新闻综合,http://183.158.68.7:4022/udp/233.50.202.11:5140
衢州公共频道,http://183.158.68.7:4022/udp/233.50.202.12:5140
温州新闻综合,http://183.158.68.7:4022/udp/233.50.201.87:5140
绍兴新闻综合,http://183.158.68.7:4022/udp/233.50.201.156:5140
上海都市剧场,http://183.158.68.7:4022/udp/233.50.201.190:5140
上海欢笑剧场,http://183.158.68.7:4022/udp/233.50.201.189:5140
上海动漫秀场,http://183.158.68.7:4022/udp/233.50.201.184:5140
上海游戏风云,http://183.158.68.7:4022/udp/233.50.201.183:5140
上海生活时尚,http://183.158.68.7:4022/udp/233.50.201.187:5140
上海法治天地,http://183.158.68.7:4022/udp/233.50.201.191:5140
上海第一财经,http://183.158.68.7:4022/udp/233.50.200.125:5140
上海乐游纪实,http://183.158.68.7:4022/udp/233.50.201.185:5140
上海金色学堂,http://183.158.68.7:4022/udp/233.50.201.186:5140
湖南快乐垂钓,http://183.158.68.7:4022/udp/233.50.201.109:5140
湖南茶频道,http://183.158.68.7:4022/udp/233.50.201.188:5140
晴彩竞技,http://183.158.68.7:4022/udp/233.50.202.26:5140
晴彩篮球,http://183.158.68.7:4022/udp/233.50.202.27:5140
晴彩羽毛球,http://183.158.68.7:4022/udp/233.50.202.28:5140
晴彩广场舞,http://183.158.68.7:4022/udp/233.50.202.29:5140
轮播频道1,http://183.158.68.7:4022/udp/233.50.201.116:5140
轮播频道2,http://183.158.68.7:4022/udp/233.50.201.117:5140
中国蓝直播,http://183.158.68.7:4022/udp/233.50.201.108:5140
湖州新闻,http://183.158.68.7:4022/udp/233.50.201.158:5140
金华新闻,http://183.158.68.7:4022/udp/233.50.201.161:5140
丽水新闻,http://183.158.68.7:4022/udp/233.50.201.162:5140
嘉兴新闻,http://183.158.68.7:4022/udp/233.50.201.163:5140
桐乡新闻,http://183.158.68.7:4022/udp/233.50.201.169:5140
浙江电信-组播3,#genre#
浙江卫视,http://125.123.146.235:4022/udp/233.50.201.100:5140
浙江钱江频道,http://125.123.146.235:4022/udp/233.50.201.132:5140
浙江经济生活,http://125.123.146.235:4022/udp/233.50.201.133:5140
浙江教育频道,http://125.123.146.235:4022/udp/233.50.201.134:5140
浙江民生休闲,http://125.123.146.235:4022/udp/233.50.201.136:5140
浙江新闻频道,http://125.123.146.235:4022/udp/233.50.201.137:5140
浙江少儿频道,http://125.123.146.235:4022/udp/233.50.201.138:5140
浙江之江纪录,http://125.123.146.235:4022/udp/233.50.202.25:5140
凤凰中文,http://125.123.146.235:4022/udp/233.50.200.191:5140
凤凰资讯,http://125.123.146.235:4022/udp/233.50.200.192:5140
CCTV-1综合,http://125.123.146.235:4022/udp/233.50.200.130:5140
CCTV-2财经,http://125.123.146.235:4022/udp/233.50.200.25:5140
CCTV-3综艺,http://125.123.146.235:4022/udp/233.50.201.196:5140
CCTV-4中文国际,http://125.123.146.235:4022/udp/233.50.200.101:5140
CCTV-5体育,http://125.123.146.235:4022/udp/233.50.201.197:5140
CCTV-6电影,http://125.123.146.235:4022/udp/233.50.201.198:5140
CCTV-7国防军事,http://125.123.146.235:4022/udp/233.50.200.24:5140
CCTV-8电视剧,http://125.123.146.235:4022/udp/233.50.201.199:5140
CCTV-9纪录,http://125.123.146.235:4022/udp/233.50.201.121:5140
CCTV-10科教,http://125.123.146.235:4022/udp/233.50.201.122:5140
CCTV-12社会与法,http://125.123.146.235:4022/udp/233.50.201.123:5140
CCTV-13新闻,http://125.123.146.235:4022/udp/233.50.201.246:5140
CCTV-14少儿,http://125.123.146.235:4022/udp/233.50.201.124:5140
CCTV-16奥林匹克,http://125.123.146.235:4022/udp/233.50.201.192:5140
CCTV-16奥林匹克4K,http://125.123.146.235:4022/udp/233.50.201.63:5140
CCTV-17农业农村,http://125.123.146.235:4022/udp/233.50.200.113:5140
CCTV-5+体育赛事,http://125.123.146.235:4022/udp/233.50.201.220:5140
湖南卫视,http://125.123.146.235:4022/udp/233.50.201.103:5140
江苏卫视,http://125.123.146.235:4022/udp/233.50.201.106:5140
东方卫视,http://125.123.146.235:4022/udp/233.50.201.125:5140
湖北卫视,http://125.123.146.235:4022/udp/233.50.201.114:5140
广东卫视,http://125.123.146.235:4022/udp/233.50.201.102:5140
北京卫视,http://125.123.146.235:4022/udp/233.50.201.107:5140
深圳卫视,http://125.123.146.235:4022/udp/233.50.201.101:5140
天津卫视,http://125.123.146.235:4022/udp/233.50.201.104:5140
河北卫视,http://125.123.146.235:4022/udp/233.50.201.140:5140
安徽卫视,http://125.123.146.235:4022/udp/233.50.201.113:5140
重庆卫视,http://125.123.146.235:4022/udp/233.50.200.114:5140
云南卫视,http://125.123.146.235:4022/udp/233.50.200.115:5140
四川卫视,http://125.123.146.235:4022/udp/233.50.201.139:5140
江西卫视,http://125.123.146.235:4022/udp/233.50.201.145:5140
黑龙江卫视,http://125.123.146.235:4022/udp/233.50.201.115:5140
山东卫视,http://125.123.146.235:4022/udp/233.50.201.105:5140
辽宁卫视,http://125.123.146.235:4022/udp/233.50.201.141:5140
贵州卫视,http://125.123.146.235:4022/udp/233.50.201.142:5140
河南卫视,http://125.123.146.235:4022/udp/233.50.201.144:5140
东南卫视,http://125.123.146.235:4022/udp/233.50.201.146:5140
CETV-4,http://125.123.146.235:4022/udp/233.50.200.162:5140
杭州综合,http://125.123.146.235:4022/udp/233.50.201.173:5140
杭州明珠,http://125.123.146.235:4022/udp/233.50.201.174:5140
杭州生活,http://125.123.146.235:4022/udp/233.50.201.175:5140
杭州影视,http://125.123.146.235:4022/udp/233.50.201.176:5140
杭州青少,http://125.123.146.235:4022/udp/233.50.201.177:5140
杭州导视,http://125.123.146.235:4022/udp/233.50.201.182:5140
宁波新闻综合,http://125.123.146.235:4022/udp/233.50.201.168:5140
宁波生活频道,http://125.123.146.235:4022/udp/233.50.201.178:5140
宁波文体频道,http://125.123.146.235:4022/udp/233.50.201.179:5140
宁波影视频道,http://125.123.146.235:4022/udp/233.50.201.180:5140
温州新闻综合,http://125.123.146.235:4022/udp/233.50.201.87:5140
绍兴新闻综合,http://125.123.146.235:4022/udp/233.50.201.156:5140
衢州新闻综合,http://125.123.146.235:4022/udp/233.50.202.11:5140
衢州公共频道,http://125.123.146.235:4022/udp/233.50.202.12:5140
温州新闻综合,http://125.123.146.235:4022/udp/233.50.201.87:5140
绍兴新闻综合,http://125.123.146.235:4022/udp/233.50.201.156:5140
上海都市剧场,http://125.123.146.235:4022/udp/233.50.201.190:5140
上海欢笑剧场,http://125.123.146.235:4022/udp/233.50.201.189:5140
上海动漫秀场,http://125.123.146.235:4022/udp/233.50.201.184:5140
上海游戏风云,http://125.123.146.235:4022/udp/233.50.201.183:5140
上海生活时尚,http://125.123.146.235:4022/udp/233.50.201.187:5140
上海法治天地,http://125.123.146.235:4022/udp/233.50.201.191:5140
上海第一财经,http://125.123.146.235:4022/udp/233.50.200.125:5140
上海乐游纪实,http://125.123.146.235:4022/udp/233.50.201.185:5140
上海金色学堂,http://125.123.146.235:4022/udp/233.50.201.186:5140
湖南快乐垂钓,http://125.123.146.235:4022/udp/233.50.201.109:5140
湖南茶频道,http://125.123.146.235:4022/udp/233.50.201.188:5140
晴彩竞技,http://125.123.146.235:4022/udp/233.50.202.26:5140
晴彩篮球,http://125.123.146.235:4022/udp/233.50.202.27:5140
晴彩羽毛球,http://125.123.146.235:4022/udp/233.50.202.28:5140
晴彩广场舞,http://125.123.146.235:4022/udp/233.50.202.29:5140
轮播频道1,http://125.123.146.235:4022/udp/233.50.201.116:5140
轮播频道2,http://125.123.146.235:4022/udp/233.50.201.117:5140
中国蓝直播,http://125.123.146.235:4022/udp/233.50.201.108:5140
湖州新闻,http://125.123.146.235:4022/udp/233.50.201.158:5140
金华新闻,http://125.123.146.235:4022/udp/233.50.201.161:5140
丽水新闻,http://125.123.146.235:4022/udp/233.50.201.162:5140
嘉兴新闻,http://125.123.146.235:4022/udp/233.50.201.163:5140
桐乡新闻,http://125.123.146.235:4022/udp/233.50.201.169:5140
江苏电信-组播1,#genre#
江苏卫视,http://117.89.53.192:4022/udp/239.49.8.16:9602
江苏城市,http://117.89.53.192:4022/rtp/239.49.8.107:8000
江苏综艺,http://117.89.53.192:4022/rtp/239.49.8.108:8000
江苏体育,http://117.89.53.192:4022/rtp/239.49.8.117:8000
江苏影视,http://117.89.53.192:4022/rtp/239.49.8.118:8000
优漫卡通,http://117.89.53.192:4022/rtp/239.49.8.119:8000
江苏新闻,http://117.89.53.192:4022/rtp/239.49.8.120:8000
江苏教育,http://117.89.53.192:4022/rtp/239.49.8.122:8000
江苏国际,http://117.89.53.192:4022/rtp/239.49.1.23:6000
CCTV-1综合,http://117.89.53.192:4022/udp/239.49.8.19:9614
CCTV-2财经,http://117.89.53.192:4022/udp/239.49.8.50:9802
CCTV-4中文国际,http://117.89.53.192:4022/udp/239.49.8.131:6000
CCTV-5+体育赛事,http://117.89.53.192:4022/udp/239.49.8.18:9610
CCTV-9纪录,http://117.89.53.192:4022/udp/239.49.8.53:9814
CCTV-10科教,http://117.89.53.192:4022/udp/239.49.8.54:9818
CCTV-12社会与法,http://117.89.53.192:4022/udp/239.49.8.55:9822
CCTV-14少儿,http://117.89.53.192:4022/udp/239.49.8.56:9826
CCTV-17农业农村,http://117.89.53.192:4022/udp/239.49.8.52:9810
湖南卫视,http://117.89.53.192:4022/udp/239.49.8.12:9418
浙江卫视,http://117.89.53.192:4022/udp/239.49.8.20:9618
北京卫视,http://117.89.53.192:4022/udp/239.49.8.11:9414
东方卫视,http://117.89.53.192:4022/udp/239.49.8.17:9606
广东卫视,http://117.89.53.192:4022/udp/239.49.8.13:9422
安徽卫视,http://117.89.53.192:4022/udp/239.49.8.204:6000
山东卫视,http://117.89.53.192:4022/udp/239.49.8.7:9306
深圳卫视,http://117.89.53.192:4022/udp/239.49.8.15:9430
重庆卫视,http://117.89.53.192:4022/udp/239.49.8.57:9830
河北卫视,http://117.89.53.192:4022/udp/239.49.8.188:6000
江西卫视,http://117.89.53.192:4022/udp/239.49.8.185:6000
辽宁卫视,http://117.89.53.192:4022/udp/239.49.8.48:8000
黑龙江卫视,http://117.89.53.192:4022/udp/239.49.8.14:9426
湖北卫视,http://117.89.53.192:4022/udp/239.49.8.8:9632
天津卫视,http://117.89.53.192:4022/udp/239.49.8.35:8620
南京新闻综合,http://117.89.53.192:4022/udp/239.49.0.25:8192
南京科教频道,http://117.89.53.192:4022/udp/239.49.0.183:9434
南京生活频道,http://117.89.53.192:4022/udp/239.49.0.26:8200
江苏电信-组播2,#genre#
江苏卫视,http://121.233.135.211:4022/udp/239.49.8.16:9602
江苏城市,http://121.233.135.211:4022/rtp/239.49.8.107:8000
江苏综艺,http://121.233.135.211:4022/rtp/239.49.8.108:8000
江苏体育,http://121.233.135.211:4022/rtp/239.49.8.117:8000
江苏影视,http://121.233.135.211:4022/rtp/239.49.8.118:8000
优漫卡通,http://121.233.135.211:4022/rtp/239.49.8.119:8000
江苏新闻,http://121.233.135.211:4022/rtp/239.49.8.120:8000
江苏教育,http://121.233.135.211:4022/rtp/239.49.8.122:8000
江苏国际,http://121.233.135.211:4022/rtp/239.49.1.23:6000
CCTV-1综合,http://121.233.135.211:4022/udp/239.49.8.19:9614
CCTV-2财经,http://121.233.135.211:4022/udp/239.49.8.50:9802
CCTV-4中文国际,http://121.233.135.211:4022/udp/239.49.8.131:6000
CCTV-5+体育赛事,http://121.233.135.211:4022/udp/239.49.8.18:9610
CCTV-9纪录,http://121.233.135.211:4022/udp/239.49.8.53:9814
CCTV-10科教,http://121.233.135.211:4022/udp/239.49.8.54:9818
CCTV-12社会与法,http://121.233.135.211:4022/udp/239.49.8.55:9822
CCTV-14少儿,http://121.233.135.211:4022/udp/239.49.8.56:9826
CCTV-17农业农村,http://121.233.135.211:4022/udp/239.49.8.52:9810
湖南卫视,http://121.233.135.211:4022/udp/239.49.8.12:9418
浙江卫视,http://121.233.135.211:4022/udp/239.49.8.20:9618
北京卫视,http://121.233.135.211:4022/udp/239.49.8.11:9414
东方卫视,http://121.233.135.211:4022/udp/239.49.8.17:9606
广东卫视,http://121.233.135.211:4022/udp/239.49.8.13:9422
安徽卫视,http://121.233.135.211:4022/udp/239.49.8.204:6000
山东卫视,http://121.233.135.211:4022/udp/239.49.8.7:9306
深圳卫视,http://121.233.135.211:4022/udp/239.49.8.15:9430
重庆卫视,http://121.233.135.211:4022/udp/239.49.8.57:9830
河北卫视,http://121.233.135.211:4022/udp/239.49.8.188:6000
江西卫视,http://121.233.135.211:4022/udp/239.49.8.185:6000
辽宁卫视,http://121.233.135.211:4022/udp/239.49.8.48:8000
黑龙江卫视,http://121.233.135.211:4022/udp/239.49.8.14:9426
湖北卫视,http://121.233.135.211:4022/udp/239.49.8.8:9632
天津卫视,http://121.233.135.211:4022/udp/239.49.8.35:8620
南京新闻综合,http://121.233.135.211:4022/udp/239.49.0.25:8192
南京科教频道,http://121.233.135.211:4022/udp/239.49.0.183:9434
南京生活频道,http://121.233.135.211:4022/udp/239.49.0.26:8200
江苏电信-组播3,#genre#
江苏卫视,http://114.231.131.83:4022/udp/239.49.8.16:9602
江苏城市,http://114.231.131.83:4022/rtp/239.49.8.107:8000
江苏综艺,http://114.231.131.83:4022/rtp/239.49.8.108:8000
江苏体育,http://114.231.131.83:4022/rtp/239.49.8.117:8000
江苏影视,http://114.231.131.83:4022/rtp/239.49.8.118:8000
优漫卡通,http://114.231.131.83:4022/rtp/239.49.8.119:8000
江苏新闻,http://114.231.131.83:4022/rtp/239.49.8.120:8000
江苏教育,http://114.231.131.83:4022/rtp/239.49.8.122:8000
江苏国际,http://114.231.131.83:4022/rtp/239.49.1.23:6000
CCTV-1综合,http://114.231.131.83:4022/udp/239.49.8.19:9614
CCTV-2财经,http://114.231.131.83:4022/udp/239.49.8.50:9802
CCTV-4中文国际,http://114.231.131.83:4022/udp/239.49.8.131:6000
CCTV-5+体育赛事,http://114.231.131.83:4022/udp/239.49.8.18:9610
CCTV-9纪录,http://114.231.131.83:4022/udp/239.49.8.53:9814
CCTV-10科教,http://114.231.131.83:4022/udp/239.49.8.54:9818
CCTV-12社会与法,http://114.231.131.83:4022/udp/239.49.8.55:9822
CCTV-14少儿,http://114.231.131.83:4022/udp/239.49.8.56:9826
CCTV-17农业农村,http://114.231.131.83:4022/udp/239.49.8.52:9810
湖南卫视,http://114.231.131.83:4022/udp/239.49.8.12:9418
浙江卫视,http://114.231.131.83:4022/udp/239.49.8.20:9618
北京卫视,http://114.231.131.83:4022/udp/239.49.8.11:9414
东方卫视,http://114.231.131.83:4022/udp/239.49.8.17:9606
广东卫视,http://114.231.131.83:4022/udp/239.49.8.13:9422
安徽卫视,http://114.231.131.83:4022/udp/239.49.8.204:6000
山东卫视,http://114.231.131.83:4022/udp/239.49.8.7:9306
深圳卫视,http://114.231.131.83:4022/udp/239.49.8.15:9430
重庆卫视,http://114.231.131.83:4022/udp/239.49.8.57:9830
河北卫视,http://114.231.131.83:4022/udp/239.49.8.188:6000
江西卫视,http://114.231.131.83:4022/udp/239.49.8.185:6000
辽宁卫视,http://114.231.131.83:4022/udp/239.49.8.48:8000
黑龙江卫视,http://114.231.131.83:4022/udp/239.49.8.14:9426
湖北卫视,http://114.231.131.83:4022/udp/239.49.8.8:9632
天津卫视,http://114.231.131.83:4022/udp/239.49.8.35:8620
南京新闻综合,http://114.231.131.83:4022/udp/239.49.0.25:8192
南京科教频道,http://114.231.131.83:4022/udp/239.49.0.183:9434
南京生活频道,http://114.231.131.83:4022/udp/239.49.0.26:8200
上海电信-组播1,#genre#
上海电信-组播2,#genre#
上海电信-组播3,#genre#
福建电信-组播1,#genre#
福建电信-组播2,#genre#
福建电信-组播3,#genre#
安徽电信-组播1,#genre#
安徽电信-组播2,#genre#
安徽电信-组播3,#genre#
江西电信-组播1,#genre#
江西电信-组播2,#genre#
江西电信-组播3,#genre#
天津联通-组播1,#genre#
天津联通-组播2,#genre#
天津联通-组播3,#genre#
河南电信-组播1,#genre#
河南电信-组播2,#genre#
河南电信-组播3,#genre#
河北联通-组播1,#genre#
河北卫视,http://121.29.84.243:5000/rtp/239.253.92.154:6011
河北经济生活,http://121.29.84.243:5000/rtp/239.253.92.171:6001
河北都市频道,http://121.29.84.243:5000/rtp/239.253.92.172:6002
河北影视剧,http://121.29.84.243:5000/rtp/239.253.92.173:6003
河北少儿科教,http://121.29.84.243:5000/rtp/239.253.92.174:6004
河北公共频道,http://121.29.84.243:5000/rtp/239.253.92.175:6005
河北农民,http://121.29.84.243:5000/rtp/239.253.92.176:6006
睛彩河北,http://121.29.84.243:5000/rtp/239.253.92.104:6221
石家庄新闻综合,http://121.29.84.243:5000/rtp/239.253.92.149:6035
石家庄文化娱乐,http://121.29.84.243:5000/rtp/239.253.92.93:8120
石家庄城市服务,http://121.29.84.243:5000/rtp/239.253.92.94:8121
石家庄都市,http://121.29.84.243:5000/rtp/239.253.92.95:8122
承德新闻综合,http://121.29.84.243:5000/rtp/239.253.92.222:8112
承德旅游文化,http://121.29.84.243:5000/rtp/239.253.92.223:8113
秦皇岛新闻综合,http://121.29.84.243:5000/rtp/239.253.92.52:6021
秦皇岛公共频道,http://121.29.84.243:5000/rtp/239.253.92.53:6022
秦皇岛影视频道,http://121.29.84.243:5000/rtp/239.253.92.54:6023
唐山新闻综合,http://121.29.84.243:5000/rtp/239.253.92.245:6089
唐山生活服务,http://121.29.84.243:5000/rtp/239.253.92.126:6026
唐山影视频道,http://121.29.84.243:5000/rtp/239.253.92.127:6027
唐山公共频道,http://121.29.84.243:5000/rtp/239.253.92.128:6028
廊坊新闻综合,http://121.29.84.243:5000/rtp/239.253.92.164:6036
廊坊公共频道,http://121.29.84.243:5000/rtp/239.253.92.166:6037
保定新闻综合,http://121.29.84.243:5000/rtp/239.253.93.2:6153
衡水新闻综合,http://121.29.84.243:5000/rtp/239.253.93.3:6154
衡水公共频道,http://121.29.84.243:5000/rtp/239.253.93.7:6160
邢台综合频道,http://121.29.84.243:5000/rtp/239.253.93.8:6161
邢台城市生活,http://121.29.84.243:5000/rtp/239.253.93.10:6163
CCTV-1综合,http://121.29.84.243:5000/rtp/239.253.92.83:8012
CCTV-2财经,http://121.29.84.243:5000/rtp/239.253.92.190:6065
CCTV-3综艺,http://121.29.84.243:5000/rtp/239.253.92.191:6057
CCTV-4中文国际,http://121.29.84.243:5000/rtp/239.253.92.251:6141
CCTV-5体育,http://121.29.84.243:5000/rtp/239.253.92.181:6046
CCTV-6电影,http://121.29.84.243:5000/rtp/239.253.92.193:6058
CCTV-7国防军事,http://121.29.84.243:5000/rtp/239.253.92.194:6059
CCTV-8电视剧,http://121.29.84.243:5000/rtp/239.253.92.195:6060
CCTV-9纪录,http://121.29.84.243:5000/rtp/239.253.92.107:6020
CCTV-10科教,http://121.29.84.243:5000/rtp/239.253.92.196:6061
CCTV-11戏曲,http://121.29.84.243:5000/rtp/239.253.93.153:6321
CCTV-12社会与法,http://121.29.84.243:5000/rtp/239.253.92.197:6062
CCTV-13新闻,http://121.29.84.243:5000/rtp/239.253.92.13:8008
CCTV-14少儿,http://121.29.84.243:5000/rtp/239.253.92.198:6063
CCTV-15音乐,http://121.29.84.243:5000/rtp/239.253.93.154:6322
CCTV-17农业农村,http://121.29.84.243:5000/rtp/239.253.93.150:6318
CCTV-5+体育赛事,http://121.29.84.243:5000/rtp/239.253.92.82:8013
CCTV-第一剧场,http://121.29.84.243:5000/rtp/239.253.93.138:6428
CCTV-风云剧场,http://121.29.84.243:5000/rtp/239.253.93.251:6429
CCTV-怀旧剧场,http://121.29.84.243:5000/rtp/239.253.93.252:6430
CCTV-风云音乐,http://121.29.84.243:5000/rtp/239.253.93.253:6431
CCTV-风云足球,http://121.29.84.243:5000/rtp/239.253.93.254:6432
CCTV-高尔夫网球,http://121.29.84.243:5000/rtp/239.253.93.122:6465
CCTV-兵器科技,http://121.29.84.243:5000/rtp/239.253.93.47:6435
CCTV-世界地理,http://121.29.84.243:5000/rtp/239.253.92.131:6113
CCTV-女性时尚,http://121.29.84.243:5000/rtp/239.253.92.144:6114
CCTV-文化精品,http://121.29.84.243:5000/rtp/239.253.93.175:6439
CCTV-央视台球,http://121.29.84.243:5000/rtp/239.253.93.231:6409
CCTV-电视指南,http://121.29.84.243:5000/rtp/239.253.93.249:6427
湖南卫视,http://121.29.84.243:5000/rtp/239.253.92.84:8015
浙江卫视,http://121.29.84.243:5000/rtp/239.253.92.90:8020
江苏卫视,http://121.29.84.243:5000/rtp/239.253.92.88:8018
北京卫视,http://121.29.84.243:5000/rtp/239.253.92.87:8014
东南卫视,http://121.29.84.243:5000/rtp/239.253.92.201:6146
东方卫视,http://121.29.84.243:5000/rtp/239.253.92.89:8019
天津卫视,http://121.29.84.243:5000/rtp/239.253.92.91:8021
深圳卫视,http://121.29.84.243:5000/rtp/239.253.92.86:8017
山东卫视,http://121.29.84.243:5000/rtp/239.253.92.207:8109
广东卫视,http://121.29.84.243:5000/rtp/239.253.92.206:8108
黑龙江卫视,http://121.29.84.243:5000/rtp/239.253.92.85:8016
辽宁卫视,http://121.29.84.243:5000/rtp/239.253.92.115:6056
安徽卫视,http://121.29.84.243:5000/rtp/239.253.92.209:6566
湖北卫视,http://121.29.84.243:5000/rtp/239.253.92.210:6567
四川卫视,http://121.29.84.243:5000/rtp/239.253.92.16:6043
重庆卫视,http://121.29.84.243:5000/rtp/239.253.92.10:6053
河南卫视,http://121.29.84.243:5000/rtp/239.253.92.137:6144
广西卫视,http://121.29.84.243:5000/rtp/239.253.92.76:8043
贵州卫视,http://121.29.84.243:5000/rtp/239.253.92.105:6055
江西卫视,http://121.29.84.243:5000/rtp/239.253.92.19:6145
吉林卫视,http://121.29.84.243:5000/rtp/239.253.92.202:6147
海南卫视,http://121.29.84.243:5000/rtp/239.253.93.155:6323
上海纪实人文,http://121.29.84.243:5000/rtp/239.253.92.99:6013
上海法治天地,http://121.29.84.243:5000/rtp/239.253.93.241:6419
上海欢笑剧场4K,http://121.29.84.243:5000/rtp/239.253.93.223:6401
上海动漫秀场,http://121.29.84.243:5000/rtp/239.253.93.225:6403
上海都市剧场,http://121.29.84.243:5000/rtp/239.253.93.227:6405
上海东方财经,http://121.29.84.243:5000/rtp/239.253.93.239:6417
上海金色学堂,http://121.29.84.243:5000/rtp/239.253.93.240:6418
上海游戏风云,http://121.29.84.243:5000/rtp/239.253.93.222:6400
上海乐游频道,http://121.29.84.243:5000/rtp/239.253.93.224:6402
上海生活时尚,http://121.29.84.243:5000/rtp/239.253.93.226:6404
湖南金鹰卡通,http://121.29.84.243:5000/rtp/239.253.92.163:8055
湖南金鹰纪实,http://121.29.84.243:5000/rtp/239.253.92.103:6054
湖南茶频道,http://121.29.84.243:5000/rtp/239.253.93.212:6390
湖南快乐垂钓,http://121.29.84.243:5000/rtp/239.253.93.213:6391
河南文物宝库,http://121.29.84.243:5000/rtp/239.253.93.180:6437
河南武术世界,http://121.29.84.243:5000/rtp/239.253.93.46:6434
BRTV纪实科教,http://121.29.84.243:5000/rtp/239.253.93.190:6358
中国交通频道,http://121.29.84.243:5000/rtp/239.253.93.189:6357
CETV-1,http://121.29.84.243:5000/rtp/239.253.92.211:6069
CETV-4,http://121.29.84.243:5000/rtp/239.253.92.200:6137
CETV早期教育,http://121.29.84.243:5000/rtp/239.253.93.164:6440
CGTN国际,http://121.29.84.243:5000/rtp/239.253.92.15:8011
天元围棋,http://121.29.84.243:5000/rtp/239.253.93.211:6389
中华特产,http://121.29.84.243:5000/rtp/239.253.93.242:6420
中华美食,http://121.29.84.243:5000/rtp/239.253.93.248:6426
沧州新闻综合,http://121.29.84.243:5000/rtp/239.253.92.121:6015
沧州公共频道,http://121.29.84.243:5000/rtp/239.253.92.122:6016
沧州影视娱乐,http://121.29.84.243:5000/rtp/239.253.92.123:6017
保定公共频道,http://121.29.84.243:5000/rtp/239.253.93.4:6157
保定生活健康,http://121.29.84.243:5000/rtp/239.253.93.5:6158
河北联通-组播2,#genre#
河北卫视,http://101.19.11.120:4000/rtp/239.253.92.154:6011
河北经济生活,http://101.19.11.120:4000/rtp/239.253.92.171:6001
河北都市频道,http://101.19.11.120:4000/rtp/239.253.92.172:6002
河北影视剧,http://101.19.11.120:4000/rtp/239.253.92.173:6003
河北少儿科教,http://101.19.11.120:4000/rtp/239.253.92.174:6004
河北公共频道,http://101.19.11.120:4000/rtp/239.253.92.175:6005
河北农民,http://101.19.11.120:4000/rtp/239.253.92.176:6006
睛彩河北,http://101.19.11.120:4000/rtp/239.253.92.104:6221
石家庄新闻综合,http://101.19.11.120:4000/rtp/239.253.92.149:6035
石家庄文化娱乐,http://101.19.11.120:4000/rtp/239.253.92.93:8120
石家庄城市服务,http://101.19.11.120:4000/rtp/239.253.92.94:8121
石家庄都市,http://101.19.11.120:4000/rtp/239.253.92.95:8122
承德新闻综合,http://101.19.11.120:4000/rtp/239.253.92.222:8112
承德旅游文化,http://101.19.11.120:4000/rtp/239.253.92.223:8113
秦皇岛新闻综合,http://101.19.11.120:4000/rtp/239.253.92.52:6021
秦皇岛公共频道,http://101.19.11.120:4000/rtp/239.253.92.53:6022
秦皇岛影视频道,http://101.19.11.120:4000/rtp/239.253.92.54:6023
唐山新闻综合,http://101.19.11.120:4000/rtp/239.253.92.245:6089
唐山生活服务,http://101.19.11.120:4000/rtp/239.253.92.126:6026
唐山影视频道,http://101.19.11.120:4000/rtp/239.253.92.127:6027
唐山公共频道,http://101.19.11.120:4000/rtp/239.253.92.128:6028
廊坊新闻综合,http://101.19.11.120:4000/rtp/239.253.92.164:6036
廊坊公共频道,http://101.19.11.120:4000/rtp/239.253.92.166:6037
保定新闻综合,http://101.19.11.120:4000/rtp/239.253.93.2:6153
衡水新闻综合,http://101.19.11.120:4000/rtp/239.253.93.3:6154
衡水公共频道,http://101.19.11.120:4000/rtp/239.253.93.7:6160
邢台综合频道,http://101.19.11.120:4000/rtp/239.253.93.8:6161
邢台城市生活,http://101.19.11.120:4000/rtp/239.253.93.10:6163
CCTV-1综合,http://101.19.11.120:4000/rtp/239.253.92.83:8012
CCTV-2财经,http://101.19.11.120:4000/rtp/239.253.92.190:6065
CCTV-3综艺,http://101.19.11.120:4000/rtp/239.253.92.191:6057
CCTV-4中文国际,http://101.19.11.120:4000/rtp/239.253.92.251:6141
CCTV-5体育,http://101.19.11.120:4000/rtp/239.253.92.181:6046
CCTV-6电影,http://101.19.11.120:4000/rtp/239.253.92.193:6058
CCTV-7国防军事,http://101.19.11.120:4000/rtp/239.253.92.194:6059
CCTV-8电视剧,http://101.19.11.120:4000/rtp/239.253.92.195:6060
CCTV-9纪录,http://101.19.11.120:4000/rtp/239.253.92.107:6020
CCTV-10科教,http://101.19.11.120:4000/rtp/239.253.92.196:6061
CCTV-11戏曲,http://101.19.11.120:4000/rtp/239.253.93.153:6321
CCTV-12社会与法,http://101.19.11.120:4000/rtp/239.253.92.197:6062
CCTV-13新闻,http://101.19.11.120:4000/rtp/239.253.92.13:8008
CCTV-14少儿,http://101.19.11.120:4000/rtp/239.253.92.198:6063
